"","ResponseId","Progress","Duration (in seconds)","participation","gender","age","education","occupation","city_size","license","duration_license","car_ownership","car_type","km_per year","frequency","companionship","preferences_mobility_3","preferences_mobility_1","preferences_mobility_5","preferences_mobility_6","preferences_mobility_7","preferences_mobility_4","preferences_mobility_2","preferences_mobility_8","preferences_mobility_8_TEXT","prior_knowledge","experience","evaluation_1","evaluation_2","evaluation_3","evaluation_4","evaluation_why_1","evaluation_why_2","evaluation_why_3","evaluation_why_4","evaluation_why_5","evaluation_why_6_n","evaluation_why_n_1","evaluation_why_n_2","evaluation_why_n_3","evaluation_why_n_4","evaluation_why_n_5","car_choice","concern_dest","impact_dest","prob_dest","concern_charging","impact_charging","prob_charging_n","concern_time","impact_time","prob_time","concern_accident","impact_accident","prob_accident","concern_price","impact_price","prob_price","concern_support","impact_support","prob_support","worry_ev_1","worry_ev_2","worry_ev_3","worry_ev_4","worry_ev_5","worry_ev_6","worry_ev_6_TEXT","control_question","n_control_reading","control_neutral","driving_climate_1","driving_climate_2_n","driving_climate_3","driving_climate_4_n","ev_attitude_1","ev_attitude_2","ev_attitude_3","personality_1_n","personality_2","personality_3_n","personality_4","tech_interaction_1","tech_interaction_2","tech_interaction_3_n","tech_interaction_4","tech_interaction_5","tech_interaction_6_n","tech_interaction_7","tech_interaction_8_n","tech_interaction_9","2concern_dest","2impact_dest","2prob_dest","2concern_charging","2impact_charging","2prob_charging","2concern_time","2impact_time","2prob_time","2concern_accident","2impact_accident","2prob_accident","2concern_price","2impact_price","2prob_price","2concern_support","2impact_support","2prob_support","2worry_ev_1","2worry_ev_2","2worry_ev_3","2worry_ev_4","2worry_ev_5","2worry_ev_6","2worry_ev_6_TEXT","careless_speed","speeder_flag","careless_longstr","careless_avgstr","careless_irv","careless_psychsyn_pairs","careless_psychsyn","careless_psychant_pairs","careless_psychant","careless_mahadD","careless_mahadflag","Evaluation","Evaluation_Why","Evaluation_Why_n","Dest","Charging","Time","Accident","Price","Support","Driving_Climate","EV_Attitude","Personality_neuro","Tech_Interaction","Dest_2","Charging_2","Time_2","Accident_2","Price_2","Support_2","framing"
"146","R_3j3dgVM7LlhU4op",100,825,1,"männlich",28,"(Fach-)Abitur","Teilweise berufstätig","100.000 - 500.000 Einwohner:innen","PKW-Führerschein","Zwischen 5-10 Jahren",3,NA,"bis 5.000 km","Mehrmals im Monat",1,6,3,7,2,5,8,1,4,"E-Scooter","Ich habe eine ungefähre Vorstellung über die Funktionsweise von E-Autos.","Ich bin schon öfter mit einem Elektrofahrzeug gefahren.",6,4,2,1,5,5,2,3,5,1,4,2,1,2,4,2,3,4,2,3,4,3,4,3,4,1,4,2,6,3,6,5,3,5,3,1,2,5,4,6,NA,1,NA,NA,6,2,5,1,1,2,2,3,5,4,4,5,4,2,4,4,3,3,3,4,2,3,2,3,3,3,3,3,3,1,4,6,5,3,5,3,3,4,3,1,2,5,4,6,NA,825,FALSE,6,1.24561403508772,1.37411744685961,81,0.66341957920911,13,-0.793496830958987,0,FALSE,5.25,4.33333333333333,2.6,3,3.33333333333333,3.66666666666667,2.33333333333333,5,4.33333333333333,5.5,1.66666666666667,3.5,4.11111111111111,2.33333333333333,3,3,3.66666666666667,4.33333333333333,3.33333333333333,"positiv"
"147","R_3JEGkDLdZiDdeuL",100,1773,1,"männlich",72,NA,NA,"5.000 - 20.000 Einwohner:innen","PKW-Führerschein & Motorrad-Führerschein","Seit mehr als 10 Jahren",1,2,"bis 5.000 km","Mehrmals in der Woche",1,4,3,2,7,1,8,6,5,NA,"Ich habe eine ungefähre Vorstellung über die Funktionsweise von E-Autos.","Ich habe keine Erfahrung mit E-Autos.",3,3,3,NA,3,3,4,3,3,6,6,4,3,1,6,5,6,6,5,6,6,3,6,6,6,5,6,4,6,6,6,6,6,6,1,2,3,4,5,6,NA,1,NA,NA,5,4,4,3,3,2,3,3,4,4,4,3,1,1,4,4,4,4,4,2,6,6,5,6,6,6,6,5,7,5,5,7,6,6,6,5,6,6,NA,NA,NA,NA,NA,NA,NA,1773,FALSE,5,1.73170731707317,1.50956032622636,80,0.622576080575507,13,-0.376152448108393,0,FALSE,3.75,2.83333333333333,4,5.66666666666667,5,6,5,6,6,4,2.66666666666667,3.5,3.33333333333333,5.66666666666667,6,6,5.66666666666667,6,5.66666666666667,"positiv"
"150","R_3k7aOJ43GRo6Tnt",100,1814,1,"männlich",24,"(Fach-)Abitur","Student:in","< 5.000 Einwohner:innen","PKW-Führerschein & Motorrad-Führerschein","Zwischen 5-10 Jahren",1,2,"10.001 km bis 15.000 km","Täglich",1,4,8,1,2,3,7,6,5,"Motorrad","Ich habe schon einmal von E-Autos gehört, kann aber nichts darüber sagen.","Ich habe keine Erfahrung mit E-Autos.",5,5,3,2,5,3,2,3,3,4,3,4,3,3,4,3,3,5,3,4,5,4,4,3,4,2,5,2,6,6,6,6,6,6,1,2,4,5,3,6,NA,1,NA,NA,6,2,4,1,1,1,3,4,4,3,3,1,1,4,3,1,4,3,4,3,2,2,3,3,3,3,3,2,5,2,5,2,5,5,5,5,5,5,1,2,3,5,4,6,NA,1814,FALSE,5,1.54347826086957,1.41157592209946,81,0.745871129908861,13,-0.30906126888455,0,FALSE,4.75,3.16666666666667,3.4,3.66666666666667,4.33333333333333,3.66666666666667,3,6,6,5.25,1.66666666666667,3.5,2.33333333333333,2.33333333333333,3,3.33333333333333,3,5,5,"positiv"
"151","R_3khKRddFt4NV5yh",100,2748,1,"weiblich",25,"Realschulabschluss (Mittlere Reife)","Voll berufstätig","< 5.000 Einwohner:innen","PKW-Führerschein & Motorrad-Führerschein","Zwischen 5-10 Jahren",1,12,"15.001 km bis 20.000 km","Täglich",1,1,5,7,6,8,4,3,2,"Motorrad","Ich habe eine relativ klare Vorstellung, wie E-Autos funktionieren.","Ich bin schon öfter mit einem Elektrofahrzeug gefahren.",5,2,3,1,4,2,1,1,2,4,6,4,1,1,1,3,1,2,1,2,4,3,4,3,4,1,6,2,1,6,2,2,1,2,4,1,3,6,2,5,NA,1,NA,NA,3,4,2,3,1,2,3,2,4,5,2,4,5,2,4,3,3,4,4,5,1,3,2,4,4,2,4,4,6,3,6,2,2,1,2,3,1,2,4,1,3,5,2,6,NA,2748,FALSE,2,1.12698412698413,1.47589324463703,81,0.367883902125648,13,-0.461400720632294,0,FALSE,4.25,2.16666666666667,2.6,1.33333333333333,3,3.66666666666667,3,3,1.66666666666667,3,2,2,4.11111111111111,2,3.33333333333333,4.66666666666667,3.66666666666667,1.66666666666667,2,"positiv"
"163","R_3PGHn9QXU6PXhBj",100,1192,1,"weiblich",58,"(Fach-)Abitur","Voll berufstätig","20.000 - 100.000 Einwohner:innen","PKW-Führerschein & Motorrad-Führerschein","Seit mehr als 10 Jahren",1,1,"mehr als 20.001 km","Mehrmals in der Woche",1,3,2,5,6,7,1,4,8,NA,"Ich habe eine relativ klare Vorstellung, wie E-Autos funktionieren.","Ich bin einmal mit einem E-Auto gefahren.",2,2,3,3,5,2,6,3,1,3,5,5,3,2,4,1,3,5,3,5,5,4,4,5,5,3,5,3,5,4,5,5,4,5,2,1,4,5,3,6,NA,1,NA,NA,5,2,4,2,2,2,2,2,2,3,2,5,6,5,5,4,2,5,2,5,2,5,3,5,4,4,4,4,5,3,3,2,4,5,5,5,5,5,1,2,4,5,3,6,NA,1192,FALSE,6,1.3921568627451,1.32471333669992,81,0.588907938023571,13,-0.623133634263124,0,FALSE,3,3.5,3.8,3.66666666666667,4.66666666666667,4.66666666666667,3.66666666666667,4.66666666666667,4.66666666666667,4.75,2,3,4.66666666666667,3.33333333333333,4.33333333333333,4.33333333333333,2.66666666666667,4.66666666666667,5,"positiv"
"165","R_3plR3z7DOT0tpyh",100,1173,1,"weiblich",52,"Realschulabschluss (Mittlere Reife)",NA,"20.000 - 100.000 Einwohner:innen","PKW-Führerschein & Motorrad-Führerschein","Seit mehr als 10 Jahren",1,3,"5.001 km bis 10.000 km","Mehrmals in der Woche",2,3,1,6,5,4,8,2,7,"Flugzeug","Ich habe eine relativ klare Vorstellung, wie E-Autos funktionieren.","Ich nutze aktuell ein E-Auto.",6,6,1,1,6,6,6,6,6,1,1,1,1,1,4,1,1,3,1,1,5,2,1,1,3,2,2,1,1,5,1,3,5,1,1,4,2,5,3,6,"Keine",1,NA,NA,5,2,4,3,1,1,3,4,4,3,4,3,3,4,3,3,5,3,5,4,1,2,1,2,5,1,1,1,2,2,2,1,2,5,2,3,5,2,1,4,2,5,3,6,"Keine",1173,FALSE,7,1.51063829787234,1.7542613010083,81,0.751110492073239,13,-0.941998349415787,0,FALSE,6,6,1.6,1.66666666666667,2.66666666666667,1.66666666666667,1.66666666666667,2.33333333333333,3,4.5,1.66666666666667,4,2.88888888888889,1.33333333333333,2.66666666666667,1.33333333333333,1.66666666666667,3,3.33333333333333,"positiv"
"167","R_3qsC0qb8u2qY62j",100,3484,1,"weiblich",25,"(Fach-)Abitur","Voll berufstätig","> 500.000 Einwohner:innen","PKW-Führerschein","Zwischen 5-10 Jahren",1,2,"5.001 km bis 10.000 km","Täglich",1,2,7,3,4,1,5,6,8,NA,"Ich habe eine ungefähre Vorstellung über die Funktionsweise von E-Autos.","Ich bin einmal mit einem E-Auto gefahren.",3,1,4,1,4,1,1,1,1,5,5,5,3,1,3,3,3,5,1,5,6,5,6,6,6,2,3,1,4,4,2,3,3,2,5,3,4,6,2,1,"Umweltschädlichkeit bei Produktion",1,NA,NA,5,2,5,2,1,2,1,4,3,4,2,3,5,4,3,3,4,4,3,3,3,4,3,5,4,4,6,6,7,1,2,1,4,2,2,3,2,2,6,3,4,5,2,1,"Umweltschäden bei Produktion",3484,FALSE,4,1.31481481481481,1.61642705957411,81,0.583301588752868,13,-0.745486231185617,0,FALSE,3.25,1.66666666666667,3.4,3,5.33333333333333,6,2,3.33333333333333,2.66666666666667,5,1.33333333333333,2.5,3.44444444444444,3.33333333333333,4.33333333333333,6.33333333333333,1.33333333333333,2.66666666666667,2.33333333333333,"positiv"
"170","R_3rIltbGPdi6PjDc",100,909,1,"weiblich",21,"(Fach-)Hochschulabschluss","Student:in","20.000 - 100.000 Einwohner:innen","PKW-Führerschein & Motorrad-Führerschein","Zwischen 1-5 Jahren",1,2,"5.001 km bis 10.000 km","Mehrmals in der Woche",2,2,1,6,4,5,7,3,8,NA,"Ich habe eine ungefähre Vorstellung über die Funktionsweise von E-Autos.",NA,6,3,4,1,4,5,2,6,3,1,2,3,2,1,6,3,1,2,1,3,2,3,4,2,4,2,4,2,5,5,2,4,4,2,3,2,5,6,4,1,"Batterieverschleiß",1,NA,NA,4,2,2,4,1,1,1,5,4,3,4,6,6,2,6,6,3,5,3,5,2,2,2,2,2,2,3,2,5,2,5,2,4,5,2,3,5,2,3,2,5,6,4,1,"Batterieverschleiß",909,FALSE,6,1.20338983050847,1.52389325065314,81,0.741641667629084,13,-0.288821719158473,0,FALSE,4.5,4.33333333333333,2.8,1.33333333333333,2.66666666666667,3.33333333333333,2.66666666666667,4,3.33333333333333,3.5,1,4,5.22222222222222,2,2,3.33333333333333,3,3.66666666666667,3.33333333333333,"positiv"
"173","R_3sjjK4lj18aeAXn",100,46605,1,"männlich",22,"(Fach-)Abitur","Student:in","> 500.000 Einwohner:innen","PKW-Führerschein","Zwischen 1-5 Jahren",3,NA,"bis 5.000 km","Mehrmals im Monat",2,7,1,2,5,3,6,4,8,NA,"Ich habe eine ungefähre Vorstellung über die Funktionsweise von E-Autos.","Ich habe keine Erfahrung mit E-Autos.",4,4,3,2,5,5,5,3,4,1,3,3,2,3,2,5,2,2,3,3,4,3,3,2,4,4,4,4,3,3,3,3,3,4,2,5,3,1,4,6,NA,1,NA,NA,5,2,4,3,1,1,3,2,4,4,3,3,4,2,4,4,5,3,3,5,2,3,2,3,3,3,3,2,5,4,4,7,3,3,3,3,3,2,2,5,3,1,4,6,NA,46605,FALSE,5,1.61363636363636,1.10794234140774,81,0.566338143058404,13,-0.422079003187208,0,FALSE,4.25,4.66666666666667,2.6,2.33333333333333,3.33333333333333,3,4,3,3.33333333333333,4.5,1.66666666666667,3,3.77777777777778,2.33333333333333,3,3.33333333333333,5,3,2.66666666666667,"positiv"
"179","R_AgkJHbw90uKUg5H",100,730,1,"weiblich",22,"(Fach-)Hochschulabschluss","Student:in","> 500.000 Einwohner:innen","PKW-Führerschein & Motorrad-Führerschein","Zwischen 1-5 Jahren",3,NA,"5.001 km bis 10.000 km","Mehrmals in der Woche",2,2,3,6,4,7,5,1,8,NA,"Ich habe eine ungefähre Vorstellung über die Funktionsweise von E-Autos.","Ich bin einmal mit einem E-Auto gefahren.",5,4,2,1,4,4,2,3,4,1,2,3,1,2,2,3,2,2,2,4,3,3,2,2,5,1,4,1,2,2,3,2,4,3,3,2,1,5,4,6,NA,1,NA,NA,5,3,2,3,1,1,2,3,3,4,3,5,5,4,5,5,2,4,2,5,2,3,1,4,2,3,3,3,2,1,4,1,3,4,2,2,3,2,3,1,2,5,4,6,NA,730,FALSE,3,1.22413793103448,1.23518131375389,81,0.663767168862768,13,-0.443121716907906,0,FALSE,5,3.83333333333333,2,2,3.33333333333333,3,2,2.33333333333333,3,3.75,1.33333333333333,3,4.66666666666667,2,3,2.66666666666667,2,3,2.33333333333333,"positiv"
"183","R_BRfnYh2Z4EVitY5",100,1439,1,"männlich",52,"(Fach-)Hochschulabschluss","Voll berufstätig","< 5.000 Einwohner:innen","PKW-Führerschein & Motorrad-Führerschein & Kraftfahrzeug-Führerschein","Seit mehr als 10 Jahren",1,1,"10.001 km bis 15.000 km","Täglich",3,3,4,7,5,6,1,2,8,NA,"Ich habe eine ungefähre Vorstellung über die Funktionsweise von E-Autos.","Ich bin einmal mit einem E-Auto gefahren.",3,3,4,3,3,2,4,3,3,4,4,3,4,3,4,4,4,4,4,4,5,4,4,3,5,5,6,4,4,5,4,4,5,4,3,6,4,2,5,1,"Ich halte die Herstellung nicht für umweltfreundlich!",1,NA,NA,4,4,3,3,3,3,2,2,4,4,2,4,4,3,3,3,3,4,3,3,4,4,4,4,5,4,4,3,5,5,5,4,4,5,4,4,5,4,3,6,4,2,5,1,"Herstellung ist nicht umweltfreundlich!",1439,FALSE,5,1.775,0.83219383790733,81,0.524420013496738,13,0.150187852296528,0,FALSE,3.25,3,3.6,4,4.33333333333333,4,5,4.33333333333333,4.33333333333333,3.5,2.66666666666667,2.5,3.66666666666667,4,4.33333333333333,4,4.66666666666667,4.33333333333333,4.33333333333333,"positiv"
"185","R_BVpPjWHSJCtBPiN",100,33411,1,"männlich",24,"(Fach-)Abitur","Student:in","100.000 - 500.000 Einwohner:innen","PKW-Führerschein","Zwischen 5-10 Jahren",2,NA,"bis 5.000 km","Mehrmals im Monat",2,6,4,1,2,3,7,5,8,NA,"Ich habe eine ungefähre Vorstellung über die Funktionsweise von E-Autos.","Ich bin einmal mit einem E-Auto gefahren.",5,5,2,1,5,4,4,2,4,2,4,3,2,3,4,2,3,3,3,4,3,3,2,2,3,2,4,3,3,2,2,3,2,2,2,1,4,5,3,6,NA,1,NA,NA,5,2,4,4,2,1,2,2,4,5,2,3,4,4,3,3,4,3,3,4,3,4,2,3,2,4,3,2,5,3,4,2,3,3,2,4,2,3,3,1,2,5,4,6,NA,33411,FALSE,3,1.24561403508772,1.01988510699489,81,0.432443266769432,13,-0.506316039844078,0,FALSE,5.25,4,3.2,3,3.33333333333333,2.33333333333333,3,2.33333333333333,2.33333333333333,4.25,1.66666666666667,2,3.33333333333333,3,3,3.33333333333333,3,2.66666666666667,3,"positiv"
"190","R_DVrC2vbgjGmnWuJ",100,1152,1,"weiblich",63,"(Fach-)Hochschulabschluss",NA,"100.000 - 500.000 Einwohner:innen","Kraftfahrzeug-Führerschein","Seit mehr als 10 Jahren",1,2,"15.001 km bis 20.000 km","Mehrmals im Monat",1,4,2,7,1,3,5,6,8,NA,"Ich habe eine ungefähre Vorstellung über die Funktionsweise von E-Autos.","Ich habe keine Erfahrung mit E-Autos.",6,6,1,1,6,3,4,4,5,3,2,2,2,1,4,1,1,3,1,1,1,4,3,2,4,1,3,2,3,3,2,4,3,2,2,1,3,5,4,6,NA,1,NA,NA,4,4,4,2,1,1,1,2,3,3,3,5,5,2,4,3,4,2,4,4,1,3,2,1,2,3,3,2,2,1,2,6,3,3,2,4,3,2,2,1,3,5,4,6,NA,1152,FALSE,3,1.42,1.41721156248333,81,0.614509464602595,13,-0.198780476434559,0,FALSE,6,4.33333333333333,2.2,1.66666666666667,2,3,2,2.66666666666667,3,4,1,3.5,3.77777777777778,2,2,2.33333333333333,3,2.66666666666667,3,"positiv"
"196","R_erCwWmxaoxVCYCt",100,1607,1,"weiblich",32,"(Fach-)Hochschulabschluss","Hausmann / Hausfrau und / oder versorge Kinder / pflegebedürftige Personen","< 5.000 Einwohner:innen","PKW-Führerschein","Seit mehr als 10 Jahren",1,1,"5.001 km bis 10.000 km","Mehrmals in der Woche",2,1,7,5,6,4,2,3,8,NA,"Ich habe eine relativ klare Vorstellung, wie E-Autos funktionieren.","Ich habe keine Erfahrung mit E-Autos.",1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,3,6,6,5,5,6,5,6,6,5,4,6,4,5,3,6,3,5,5,4,1,2,5,3,6,NA,1,NA,NA,2,5,2,5,1,6,2,5,2,2,2,2,2,5,2,2,5,1,5,2,6,6,5,5,6,5,5,5,6,5,6,4,5,4,5,4,5,5,4,1,3,5,2,6,NA,1607,FALSE,9,1.51063829787234,1.86500961648063,81,0.900652543322049,13,-0.99215863404344,0,FALSE,3.5,1,6,5.66666666666667,5.33333333333333,5.66666666666667,4.66666666666667,4.66666666666667,4.33333333333333,2,3,3.5,1.88888888888889,5.66666666666667,5.33333333333333,5.33333333333333,5,4.66666666666667,4.66666666666667,"positiv"
"197","R_O244Gq8COlnGPUB",100,5272,1,"männlich",49,"(Fach-)Abitur","Voll berufstätig","20.000 - 100.000 Einwohner:innen","PKW-Führerschein","Seit mehr als 10 Jahren",1,23,"5.001 km bis 10.000 km","Täglich",1,1,2,8,5,4,7,6,3,NA,"Ich habe eine ungefähre Vorstellung über die Funktionsweise von E-Autos.","Ich nutze aktuell ein E-Auto.",5,3,2,1,5,5,3,5,4,1,1,2,1,1,1,3,2,2,2,2,4,3,3,2,6,1,4,6,4,3,4,4,2,3,4,3,1,5,2,6,NA,1,NA,NA,2,4,3,4,1,2,1,3,5,2,5,2,2,5,4,2,5,2,5,2,3,3,3,3,3,3,3,2,7,1,3,2,4,3,3,3,2,4,4,2,1,6,3,5,NA,5272,FALSE,7,1.31481481481481,1.41925533794512,81,0.344580601825765,13,-0.594761714133181,0,FALSE,4.75,4.66666666666667,1.2,2,3,3.66666666666667,3.66666666666667,3.66666666666667,3,2.75,1.33333333333333,5,2.22222222222222,3,3,4,2,3.33333333333333,3,"positiv"
"200","R_refmaCmQ2b8mSA1",100,983,1,"männlich",22,"(Fach-)Hochschulabschluss","Student:in","20.000 - 100.000 Einwohner:innen","PKW-Führerschein","Zwischen 1-5 Jahren",3,NA,"5.001 km bis 10.000 km","Mehrmals in der Woche",1,7,5,6,3,2,1,4,8,"E-Scooter","Ich habe eine ungefähre Vorstellung über die Funktionsweise von E-Autos.","Ich bin schon öfter mit einem Elektrofahrzeug gefahren.",5,5,2,1,5,4,3,4,4,1,3,2,1,3,3,2,3,3,3,3,3,3,3,2,4,2,4,3,3,3,3,3,3,2,4,1,2,5,3,6,NA,1,NA,NA,5,2,5,2,1,1,2,5,4,3,5,4,4,3,4,3,3,3,3,4,2,3,2,2,2,2,3,2,3,2,4,6,3,3,3,3,3,3,4,1,2,5,3,6,NA,983,FALSE,7,1.54347826086957,1.09591751363292,81,0.657020167188224,13,-0.729924127928034,0,FALSE,5.25,4.33333333333333,2.4,3,3,3,3,3,2.66666666666667,5,1.33333333333333,4.5,3.77777777777778,2.33333333333333,2,2.66666666666667,4,3,3,"positiv"
"203","R_Rqq8RBicfg3cNln",100,1115,1,"männlich",26,"(Fach-)Hochschulabschluss","Student:in","20.000 - 100.000 Einwohner:innen","PKW-Führerschein","Zwischen 5-10 Jahren",3,NA,NA,"Täglich",1,1,3,6,5,7,4,2,8,NA,"Ich habe eine ungefähre Vorstellung über die Funktionsweise von E-Autos.","Ich habe keine Erfahrung mit E-Autos.",5,5,5,2,5,2,1,4,4,1,1,4,3,2,4,2,4,5,5,4,5,4,4,4,4,4,6,4,6,6,4,4,6,4,1,2,3,5,4,6,NA,1,NA,NA,5,3,4,3,2,1,3,6,2,2,6,2,2,5,3,2,6,2,5,2,4,5,4,4,6,4,4,5,5,4,6,6,4,6,3,4,6,3,1,2,3,5,4,6,NA,1115,FALSE,5,1.36538461538462,1.48310010495754,81,0.638946572037544,13,-0.431555685952021,0,FALSE,4.25,3.66666666666667,2.8,4.66666666666667,4.33333333333333,4,4.66666666666667,5.33333333333333,4.66666666666667,4.25,2,5.5,2,4.33333333333333,4.66666666666667,4.66666666666667,5.33333333333333,4.33333333333333,4.33333333333333,"positiv"
"208","R_sGyiVXWcl8YZBV7",100,690,1,"männlich",27,"(Fach-)Hochschulabschluss","Voll berufstätig","100.000 - 500.000 Einwohner:innen","PKW-Führerschein","Zwischen 5-10 Jahren",1,2,"bis 5.000 km","Mehrmals im Monat",1,7,4,2,3,1,5,6,8,NA,"Ich habe eine ungefähre Vorstellung über die Funktionsweise von E-Autos.","Ich bin schon öfter mit einem Elektrofahrzeug gefahren.",6,4,3,3,6,3,4,4,4,1,4,2,2,3,3,2,1,3,1,2,3,3,3,2,4,3,5,3,4,2,4,4,3,3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,6,2,4,5,1,1,1,2,3,2,3,4,5,3,3,3,5,3,4,4,2,3,2,2,3,2,3,2,2,2,4,2,3,3,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,690,FALSE,3,1.29090909090909,1.20385853085769,81,0.603751058703274,13,-0.502539465876425,0,FALSE,4.5,4.5,2.8,1.66666666666667,2.66666666666667,3,3.66666666666667,3.33333333333333,3.33333333333333,4.25,1,4,3.44444444444444,2.33333333333333,2.33333333333333,2.33333333333333,2.66666666666667,2.66666666666667,2.33333333333333,"positiv"
"209","R_sUtZBkKcALgj8MV",100,9020,1,"weiblich",21,"(Fach-)Abitur","Student:in","100.000 - 500.000 Einwohner:innen","PKW-Führerschein","Zwischen 1-5 Jahren",2,NA,"bis 5.000 km","Mehrmals im Jahr",2,7,1,3,4,5,2,6,8,NA,"Ich habe eine relativ klare Vorstellung, wie E-Autos funktionieren.","Ich bin einmal mit einem E-Auto gefahren.",4,5,2,2,4,5,2,4,3,2,3,3,1,4,4,3,1,4,1,2,2,4,2,2,3,1,6,1,3,2,2,1,1,2,4,2,1,5,3,6,NA,1,NA,NA,5,3,3,2,2,2,3,4,5,4,3,5,4,3,4,4,3,4,3,3,2,3,1,3,2,4,3,2,2,1,6,1,3,2,3,1,2,2,4,2,1,5,3,6,NA,9020,FALSE,3,1.22413793103448,1.28125520753373,81,0.675645219271694,13,0.0774403092662366,0,FALSE,4.75,3.83333333333333,3,2,2.66666666666667,2.33333333333333,2.66666666666667,2.33333333333333,1.33333333333333,4.25,2.33333333333333,3,4,2,3,2.33333333333333,2.66666666666667,2.66666666666667,1.66666666666667,"positiv"
"214","R_uePwKiInun4ZcEF",100,857,1,"männlich",24,"(Fach-)Hochschulabschluss","Student:in","100.000 - 500.000 Einwohner:innen","PKW-Führerschein","Zwischen 5-10 Jahren",3,NA,"bis 5.000 km","Mehrmals im Jahr",2,6,4,1,2,7,5,3,8,NA,"Ich habe schon einmal von E-Autos gehört, kann aber nichts darüber sagen.","Ich habe keine Erfahrung mit E-Autos.",5,5,2,1,4,2,1,4,3,1,4,3,1,2,5,3,2,4,3,4,4,2,1,1,5,1,6,1,1,2,6,2,2,5,2,1,4,5,3,6,"Nichts",1,NA,NA,6,2,5,3,1,1,1,2,5,3,3,2,2,5,4,3,3,4,4,3,2,4,2,2,3,2,2,1,6,1,6,1,3,2,4,2,2,3,2,1,4,5,3,6,"Nichtd",857,FALSE,3,1.26785714285714,1.53496177817413,81,0.512673700987223,13,-0.362639795522629,0,FALSE,5.25,3.33333333333333,3,3,3.33333333333333,2.33333333333333,2.66666666666667,3,3,5,1,3.5,3,2.66666666666667,2.33333333333333,3,2.66666666666667,3,2.33333333333333,"positiv"
"216","R_vcBpvy0kRzQr3Sp",100,1405,1,"weiblich",52,"(Fach-)Abitur","Voll berufstätig","< 5.000 Einwohner:innen","PKW-Führerschein & Kraftfahrzeug-Führerschein","Seit mehr als 10 Jahren",1,1,"15.001 km bis 20.000 km","Täglich",2,1,4,7,5,6,2,3,8,"Roller","Ich habe eine relativ klare Vorstellung, wie E-Autos funktionieren.","Ich bin schon öfter mit einem Elektrofahrzeug gefahren.",3,2,5,4,1,2,4,3,2,4,2,4,5,5,6,3,1,2,1,1,2,1,1,2,4,1,3,1,4,5,3,4,5,3,3,4,5,2,6,1,"Stromverfügbarkeit",1,NA,NA,2,5,2,5,1,1,1,3,3,5,1,4,5,2,2,4,2,2,4,1,1,2,1,1,2,1,4,2,6,1,3,1,3,5,2,4,5,3,3,4,5,2,6,1,"Stromverfügbarkeit",1405,FALSE,3,1.18333333333333,1.49089715511237,81,0.622658707892832,13,-0.305514822961153,0,FALSE,2.5,2.5,4.4,1.33333333333333,1.33333333333333,2.33333333333333,1.66666666666667,4,4,2,1,1.5,3.44444444444444,1.33333333333333,1.33333333333333,4,1.66666666666667,3.33333333333333,4,"positiv"
"224","R_Xu3eMzcCoYfzb45",100,1048,1,"weiblich",22,"(Fach-)Abitur","Student:in","> 500.000 Einwohner:innen","PKW-Führerschein","Zwischen 5-10 Jahren",2,NA,"bis 5.000 km","Mehrmals im Jahr",3,7,1,5,4,3,2,6,8,"Privatjet","Ich habe eine relativ klare Vorstellung, wie E-Autos funktionieren.","Ich bin schon öfter mit einem Elektrofahrzeug gefahren.",5,6,1,2,6,6,2,3,5,1,2,1,1,2,2,1,3,4,1,3,2,3,4,4,6,1,5,1,1,2,1,1,1,1,4,5,3,6,1,2,"Ausreichender Netzausbau, der eine ausreichende Ladeinfrastruktur unterstützt",1,NA,NA,4,4,4,3,1,1,3,1,4,6,2,4,5,2,4,5,2,4,1,5,1,4,1,2,3,1,4,4,7,1,5,1,1,3,1,1,2,1,4,5,3,6,1,2,"Unzureichender Netzausbau, der die Ladeinfrastruktur entsprechend nicht gut genug unterstützt",1048,FALSE,3,1.20338983050847,1.73031669332907,81,0.875478466566345,13,-0.781120952433023,0,FALSE,5.5,4.66666666666667,1.6,2.66666666666667,2.66666666666667,4.66666666666667,2.33333333333333,1.33333333333333,1,3.75,1.66666666666667,1.5,4.77777777777778,2,2,5,2.33333333333333,1.66666666666667,1.33333333333333,"positiv"
